dept,course,sectionNumber,term,day,startTime,endTime,buildingCd,building,roomNo,instructors,activity,credits,totalSeatsRemaining,currentlyRegistered,generalSeatsRemaining,restrictedSeatsRemaining,termCd,startWk,endWk
"CPSC","221","L2H","2","Fri","12:00","14:00","ICCS","Institute for Computing (ICICS/CS)","015","TBD","Laboratory","n/a","0","26","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","110","L2M","2","Wed","12:00","15:00","ICCS","Institute for Computing (ICICS/CS)","X260","TBD","Laboratory","n/a","2","24","2","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","210","201","2","Mon","14:00","15:00","DMP","Hugh Dempster Pavilion","310","TBD","Lecture","4","1","159","0","1","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","210","201","2","Wed","14:00","15:00","DMP","Hugh Dempster Pavilion","310","TBD","Lecture","4","1","159","0","1","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","210","201","2","Fri","14:00","15:00","DMP","Hugh Dempster Pavilion","310","TBD","Lecture","4","1","159","0","1","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","213","L2Q","2","Mon","17:00","18:00","ICCS","Institute for Computing (ICICS/CS)","X251","TBD","Laboratory","n/a","0","28","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","213","L2Q","2","Wed","17:00","19:00","ICCS","Institute for Computing (ICICS/CS)","X251","TBD","Laboratory","n/a","0","28","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","100","L2J","2","Thu","10:00","11:00","ICCS","Institute for Computing (ICICS/CS)","X050","TBD","Laboratory","n/a","4","20","4","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","210","L2C","2","Thu","16:00","18:00","ICCS","Institute for Computing (ICICS/CS)","014","TBD","Laboratory","n/a","0","24","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","310","L1D","1","Wed","13:00","15:00","ICCS","Institute for Computing (ICICS/CS)","008","TBD","Laboratory","n/a","0","28","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","210","L2Q","2","Wed","17:00","19:00","ICCS","Institute for Computing (ICICS/CS)","014","TBD","Laboratory","n/a","0","24","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","100","L2D","2","Wed","12:00","13:00","ICCS","Institute for Computing (ICICS/CS)","X050","TBD","Laboratory","n/a","2","22","2","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","213","L1E","1","Tue","11:00","12:00","ICCS","Institute for Computing (ICICS/CS)","X251","TBD","Laboratory","n/a","1","27","1","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","213","L1E","1","Thu","10:30","12:30","ICCS","Institute for Computing (ICICS/CS)","X251","TBD","Laboratory","n/a","1","27","1","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","213","L2M","2","Wed","14:00","15:00","ICCS","Institute for Computing (ICICS/CS)","X251","TBD","Laboratory","n/a","0","28","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","213","L2M","2","Fri","13:00","15:00","ICCS","Institute for Computing (ICICS/CS)","X251","TBD","Laboratory","n/a","0","28","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","210","L2J","2","Mon","15:00","17:00","ICCS","Institute for Computing (ICICS/CS)","014","TBD","Laboratory","n/a","0","24","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","110","1W3","1","Mon","9:00","10:00"," "," "," ","ESTEY, ANTHONY","Waiting List","4","967","32","967","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","110","1W3","1","Wed","9:00","10:00"," "," "," ","ESTEY, ANTHONY","Waiting List","4","967","32","967","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","110","1W3","1","Fri","9:00","10:00"," "," "," ","ESTEY, ANTHONY","Waiting List","4","967","32","967","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","210","102","1","Mon","15:00","16:00","DMP","Hugh Dempster Pavilion","310","FEELEY, MICHAEL","Lecture","4","0","159","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","210","102","1","Wed","15:00","16:00","DMP","Hugh Dempster Pavilion","310","FEELEY, MICHAEL","Lecture","4","0","159","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","210","102","1","Fri","15:00","16:00","DMP","Hugh Dempster Pavilion","310","FEELEY, MICHAEL","Lecture","4","0","159","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","110","L1H","1","Wed","12:00","15:00","ICCS","Institute for Computing (ICICS/CS)","X260","TBD","Laboratory","n/a","0","27","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","543","L2A","2","Wed","10:00","12:00","FSC","Forest Sciences Centre","2330","TBD","Laboratory","3","10","0","0","10","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","448B","202","2"," "," "," ","NSM","NSM","NSM","TBD","Directed Studies","3","0","0","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","103","102","1","Tue","17:30","19:00","PHRM","Pharmaceutical Sciences Building","1201","WONG, JESSICA","Lecture","3","43","117","42","1","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","344","T1B","1","Thu","14:00","16:00","ICCS","Institute for Computing (ICICS/CS)","X360","TBD","Tutorial","n/a","1","19","1","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","259","L1C","1","Tue","11:00","13:00","ICCS","Institute for Computing (ICICS/CS)","008","TBD","Laboratory","n/a","0","32","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","259","1W1","1","Mon","8:00","9:00"," "," "," ","TBD","Waiting List","4","993","6","0","993","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","259","1W1","1","Wed","8:00","9:00"," "," "," ","TBD","Waiting List","4","993","6","0","993","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","259","1W1","1","Fri","8:00","9:00"," "," "," ","TBD","Waiting List","4","993","6","0","993","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","314","101","1","Wed","10:00","11:00","DMP","Hugh Dempster Pavilion","110","PAI, DINESH","Lecture","3","56","104","0","56","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","314","101","1","Mon","10:00","11:00","DMP","Hugh Dempster Pavilion","110","PAI, DINESH","Lecture","3","56","104","0","56","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","319","T2A","2","Mon"," "," ","NSM","NSM","NSM","TBD","Tutorial","n/a","6","29","6","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","314","101","1","Fri","10:00","11:00","DMP","Hugh Dempster Pavilion","110","PAI, DINESH","Lecture","3","56","104","0","56","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","259","L1F","1","Fri","9:00","11:00","ICCS","Institute for Computing (ICICS/CS)","008","TBD","Laboratory","n/a","0","32","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","344","TWC","1","Fri","10:00","12:00","TBA","TBA","TBA","TBD","Waiting List","n/a","29","3","29","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","319","T1D","1"," "," "," ","NSM","NSM","NSM","TBD","Tutorial","n/a","99","0","99","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","344","TWD","1","Fri","13:00","15:00"," "," "," ","MACLEAN, KARON","Waiting List","n/a","16","4","16","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","304","T1B","1","Wed","13:00","14:00","ICCS","Institute for Computing (ICICS/CS)","X350","TBD","Tutorial","n/a","0","30","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","259","L1E","1","Mon","15:00","17:00","ICCS","Institute for Computing (ICICS/CS)","008","TBD","Laboratory","n/a","0","33","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","259","101","1","Mon","8:00","9:00","WESB","Wesbrook","100","TIEN, GEOFFREY","Lecture","4","0","230","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","259","101","1","Wed","8:00","9:00","WESB","Wesbrook","100","TIEN, GEOFFREY","Lecture","4","0","230","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","259","101","1","Fri","8:00","9:00","WESB","Wesbrook","100","TIEN, GEOFFREY","Lecture","4","0","230","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","317","201","2","Wed","15:00","16:00","DMP","Hugh Dempster Pavilion","310","WAGNER, ALAN","Lecture","3","0","150","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","317","201","2","Mon","15:00","16:00","DMP","Hugh Dempster Pavilion","310","WAGNER, ALAN","Lecture","3","0","150","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","317","201","2","Fri","15:00","16:00","DMP","Hugh Dempster Pavilion","310","WAGNER, ALAN","Lecture","3","0","150","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","314","L2B","2","Wed","15:00","16:00","ICCS","Institute for Computing (ICICS/CS)","005","TBD","Laboratory","n/a","0","24","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","314","2W1","2","Mon","10:00","11:00"," "," "," ","TBD","Waiting List","3","955","44","955","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","314","201","2","Mon","10:00","11:00","DMP","Hugh Dempster Pavilion","110","VAN DE PANNE, MICHIEL","Lecture","3","14","106","0","14","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","314","201","2","Wed","10:00","11:00","DMP","Hugh Dempster Pavilion","110","VAN DE PANNE, MICHIEL","Lecture","3","14","106","0","14","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","314","201","2","Fri","10:00","11:00","DMP","Hugh Dempster Pavilion","110","VAN DE PANNE, MICHIEL","Lecture","3","14","106","0","14","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","314","L1E","1","Thu","15:30","16:30","ICCS","Institute for Computing (ICICS/CS)","005","TBD","Laboratory","n/a","5","19","5","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","259","L1G","1","Tue","13:00","15:00","ICCS","Institute for Computing (ICICS/CS)","008","TBD","Laboratory","n/a","","","","","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","314","L1D","1","Wed","13:00","14:00","ICCS","Institute for Computing (ICICS/CS)","005","TBD","Laboratory","n/a","2","22","2","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","314","L2D","2","Thu","15:30","16:30","ICCS","Institute for Computing (ICICS/CS)","005","TBD","Laboratory","n/a","0","24","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","314","L2C","2","Wed","12:00","13:00","ICCS","Institute for Computing (ICICS/CS)","005","TBD","Laboratory","n/a","0","24","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","320","102","1","Mon","16:00","17:00","PHRM","Pharmaceutical Sciences Building","1201","WOLFMAN, STEVEN","Lecture","3","25","135","0","25","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","320","102","1","Wed","16:00","17:00","PHRM","Pharmaceutical Sciences Building","1201","WOLFMAN, STEVEN","Lecture","3","25","135","0","25","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","320","102","1","Fri","16:00","17:00","PHRM","Pharmaceutical Sciences Building","1201","WOLFMAN, STEVEN","Lecture","3","25","135","0","25","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","314","L1A","1","Thu","14:30","15:30","ICCS","Institute for Computing (ICICS/CS)","005","TBD","Laboratory","n/a","4","20","4","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","320","T1B","1","Mon","15:00","16:00","ORCH","Orchard Commons","3074","TBD","Tutorial","n/a","0","65","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","320","T1F","1","Wed","12:00","13:00","PHRM","Pharmaceutical Sciences Building","3208","TBD","Tutorial","n/a","10","55","10","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","319","T2B","2","Mon"," "," ","NSM","NSM","NSM","TBD","Tutorial","n/a","27","8","27","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","320","201","2","Mon","11:00","12:00","DMP","Hugh Dempster Pavilion","310","WOLFMAN, STEVEN","Lecture","3","0","152","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","320","201","2","Wed","11:00","12:00","DMP","Hugh Dempster Pavilion","310","WOLFMAN, STEVEN","Lecture","3","0","152","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","320","201","2","Fri","11:00","12:00","DMP","Hugh Dempster Pavilion","310","WOLFMAN, STEVEN","Lecture","3","0","152","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","320","T1C","1","Tue","14:30","15:30","MCLD","MacLeod","254","TBD","Tutorial","n/a","9","56","9","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","320","T2P","2","Fri","9:00","10:00","ORCH","Orchard Commons","4074","TBD","Tutorial","n/a","0","55","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","103","T1G","1","Thu","9:30","10:30","ICCS","Institute for Computing (ICICS/CS)","X050","TBD","Tutorial","n/a","2","25","2","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","103","T1D","1","Fri","12:00","13:00","ICCS","Institute for Computing (ICICS/CS)","X050","TBD","Tutorial","n/a","0","26","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","320","2W1","2","Mon","11:00","12:00"," "," "," ","TBD","Waiting List","3","914","85","914","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","320","2W1","2","Wed","11:00","12:00"," "," "," ","TBD","Waiting List","3","914","85","914","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","320","2W1","2","Fri","11:00","12:00"," "," "," ","TBD","Waiting List","3","914","85","914","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","304","T1D","1","Tue","14:00","15:00","ICCS","Institute for Computing (ICICS/CS)","X350","TBD","Tutorial","n/a","0","30","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","320","2W2","2","Mon","8:00","9:00"," "," "," ","TBD","Waiting List","3","975","24","975","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","320","2W2","2","Wed","8:00","9:00"," "," "," ","TBD","Waiting List","3","975","24","975","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","320","2W2","2","Fri","8:00","9:00"," "," "," ","TBD","Waiting List","3","975","24","975","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","103","1W1","1","Tue","12:30","14:00"," "," "," ","TBD","Waiting List","3","997","2","997","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","103","T1H","1","Thu","10:30","11:30","ICCS","Institute for Computing (ICICS/CS)","X050","TBD","Tutorial","n/a","13","14","13","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","103","2W1","2","Tue","12:30","14:00"," "," "," ","TBD","Waiting List","3","986","13","986","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","103","T1C","1","Fri","11:00","12:00","ICCS","Institute for Computing (ICICS/CS)","X050","TBD","Tutorial","n/a","3","23","3","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","103","T2K","2","Fri","13:00","14:00","ICCS","Institute for Computing (ICICS/CS)","X050","TBD","Tutorial","n/a","2","25","2","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","103","T1F","1","Fri","13:00","14:00","ICCS","Institute for Computing (ICICS/CS)","X050","TBD","Tutorial","n/a","1","26","1","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","313","1W1","1","Mon","11:00","12:00"," "," "," ","TBD","Waiting List","3","979","20","979","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","313","1W1","1","Wed","11:00","12:00"," "," "," ","TBD","Waiting List","3","979","20","979","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","313","1W1","1","Fri","11:00","12:00"," "," "," ","TBD","Waiting List","3","979","20","979","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","103","T1A","1","Fri","9:00","10:00","ICCS","Institute for Computing (ICICS/CS)","X050","TBD","Tutorial","n/a","7","19","7","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","313","202","2","Mon","13:00","14:00","DMP","Hugh Dempster Pavilion","310","WARFIELD, ANDREW","Lecture","3","0","152","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","313","202","2","Wed","13:00","14:00","DMP","Hugh Dempster Pavilion","310","WARFIELD, ANDREW","Lecture","3","0","152","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","313","202","2","Fri","13:00","14:00","DMP","Hugh Dempster Pavilion","310","WARFIELD, ANDREW","Lecture","3","0","152","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","213","1W2","1","Mon","13:00","14:00"," "," "," ","TBD","Waiting List","4","999","0","999","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","213","1W2","1","Wed","13:00","14:00"," "," "," ","TBD","Waiting List","4","999","0","999","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","213","1W2","1","Fri","13:00","14:00"," "," "," ","TBD","Waiting List","4","999","0","999","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","317","T2B","2","Fri","9:00","10:00","DMP","Hugh Dempster Pavilion","101","TBD","Tutorial","n/a","14","26","14","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","313","T2D","2","Thu","10:00","11:00","DMP","Hugh Dempster Pavilion","201","TBD","Tutorial","n/a","10","30","10","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","103","T2M","2","Thu","11:00","12:00","ICCS","Institute for Computing (ICICS/CS)","X050","TBD","Tutorial","n/a","0","27","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","103","T2J","2","Fri","12:00","13:00","ICCS","Institute for Computing (ICICS/CS)","X050","TBD","Tutorial","n/a","1","26","1","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","317","1W1","1","Mon","11:00","12:00"," "," "," ","TBD","Waiting List","3","980","19","980","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","317","1W1","1","Wed","11:00","12:00"," "," "," ","TBD","Waiting List","3","980","19","980","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","317","1W1","1","Fri","11:00","12:00"," "," "," ","TBD","Waiting List","3","980","19","980","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","304","T1A","1","Wed","12:00","13:00","ICCS","Institute for Computing (ICICS/CS)","X350","TBD","Tutorial","n/a","0","40","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","317","101","1","Mon","11:00","12:00","DMP","Hugh Dempster Pavilion","110","SCHROEDER, JONATAN","Lecture","3","0","137","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","317","101","1","Wed","11:00","12:00","DMP","Hugh Dempster Pavilion","110","SCHROEDER, JONATAN","Lecture","3","0","137","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","317","101","1","Fri","11:00","12:00","DMP","Hugh Dempster Pavilion","110","SCHROEDER, JONATAN","Lecture","3","0","137","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","100","L1A","1","Tue","12:30","13:30","ICCS","Institute for Computing (ICICS/CS)","X050","TBD","Laboratory","n/a","0","24","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","121","1W1","1","Tue","11:00","12:30"," "," "," ","TBD","Waiting List","4","988","11","988","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","121","1W1","1","Thu","11:00","12:30"," "," "," ","TBD","Waiting List","4","988","11","988","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","110","L1U","1","Wed","12:00","15:00","ICCS","Institute for Computing (ICICS/CS)","X250","TBD","Laboratory","n/a","0","27","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","213","1W1","1","Tue","14:00","15:30"," "," "," ","TBD","Waiting List","4","999","0","999","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","213","1W1","1","Thu","14:00","15:30"," "," "," ","TBD","Waiting List","4","999","0","999","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","221","L2L","2","Thu","9:00","11:00","ICCS","Institute for Computing (ICICS/CS)","015","TBD","Laboratory","n/a","17","9","0","17","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","210","L2N","2","Tue","14:00","16:00","ICCS","Institute for Computing (ICICS/CS)","014","TBD","Laboratory","n/a","0","24","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","110","L1G","1","Wed","9:00","12:00","ICCS","Institute for Computing (ICICS/CS)","X260","TBD","Laboratory","n/a","6","21","6","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","110","L1S","1","Tue","12:30","15:30","ICCS","Institute for Computing (ICICS/CS)","X250","TBD","Laboratory","n/a","0","27","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","210","L2W","2","Tue","18:00","20:00","ICCS","Institute for Computing (ICICS/CS)","014","TBD","Laboratory","n/a","0","24","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","210","L1D","1","Wed","8:00","10:00","ICCS","Institute for Computing (ICICS/CS)","014","TBD","Laboratory","n/a","1","27","1","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","121","L1P","1","Mon","16:00","18:00","ICCS","Institute for Computing (ICICS/CS)","011","TBD","Laboratory","n/a","0","26","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","121","L2M","2","Thu","9:00","11:00","ICCS","Institute for Computing (ICICS/CS)","011","TBD","Laboratory","n/a","0","26","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","210","1W2","1","Mon","15:00","16:00"," "," "," ","TBD","Waiting List","4","991","8","991","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","210","1W2","1","Wed","15:00","16:00"," "," "," ","TBD","Waiting List","4","991","8","991","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","210","1W2","1","Fri","15:00","16:00"," "," "," ","TBD","Waiting List","4","991","8","991","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","210","L1M","1","Thu","14:00","16:00","ICCS","Institute for Computing (ICICS/CS)","014","TBD","Laboratory","n/a","0","28","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","210","L1C","1","Tue","12:00","14:00","ICCS","Institute for Computing (ICICS/CS)","014","TBD","Laboratory","n/a","0","28","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","110","L1F","1","Tue","15:30","18:30","ICCS","Institute for Computing (ICICS/CS)","X260","TBD","Laboratory","n/a","0","27","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","424","T2B","2","Thu","16:30","17:30","MCLD","MacLeod","214","TBD","Tutorial","n/a","5","35","5","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","213","L1B","1","Wed","12:00","13:00","ICCS","Institute for Computing (ICICS/CS)","X251","TBD","Laboratory","n/a","0","28","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","213","L1B","1","Fri","11:00","13:00","ICCS","Institute for Computing (ICICS/CS)","X251","TBD","Laboratory","n/a","0","28","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","213","204","2","Mon","9:00","10:00","DMP","Hugh Dempster Pavilion","310","BERG, CELINA","Lecture","4","9","151","0","9","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","213","204","2","Wed","9:00","10:00","DMP","Hugh Dempster Pavilion","310","BERG, CELINA","Lecture","4","9","151","0","9","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","213","204","2","Fri","9:00","10:00","DMP","Hugh Dempster Pavilion","310","BERG, CELINA","Lecture","4","9","151","0","9","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","213","L2N","2","Tue","15:00","16:00","ICCS","Institute for Computing (ICICS/CS)","X251","TBD","Laboratory","n/a","0","29","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","213","L2N","2","Thu","14:00","16:00","ICCS","Institute for Computing (ICICS/CS)","X251","TBD","Laboratory","n/a","0","29","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","110","202","2","Mon","15:00","16:00","SWNG","West Mall Swing Space","222","TBD","Lecture","4","5","155","0","5","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","110","202","2","Wed","15:00","16:00","SWNG","West Mall Swing Space","222","TBD","Lecture","4","5","155","0","5","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","110","202","2","Fri","15:00","16:00","SWNG","West Mall Swing Space","222","TBD","Lecture","4","5","155","0","5","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","210","2W3","2","Thu","18:00","21:00"," "," "," ","TBD","Waiting List","4","985","14","985","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","210","L2P","2","Fri","15:00","17:00","ICCS","Institute for Computing (ICICS/CS)","014","TBD","Laboratory","n/a","0","24","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","110","L1K","1","Thu","9:30","12:30","ICCS","Institute for Computing (ICICS/CS)","X260","TBD","Laboratory","n/a","0","27","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","649","001","1-2","Tue"," "," "," "," "," ","TBD","Thesis","0","41","59","0","41","1-2","Sep 05, 2017","Apr 06, 2018"
"CPSC","221","L2J","2","Fri","14:00","16:00","ICCS","Institute for Computing (ICICS/CS)","015","TBD","Laboratory","n/a","0","26","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","121","T2D","2","Wed","16:00","17:00","DMP","Hugh Dempster Pavilion","101","TBD","Tutorial","n/a","9","31","9","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","221","L2P","2","Wed","17:00","19:00","ICCS","Institute for Computing (ICICS/CS)","015","TBD","Laboratory","n/a","1","25","0","1","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","221","L2E","2","Mon","14:00","16:00","ICCS","Institute for Computing (ICICS/CS)","015","TBD","Laboratory","n/a","0","26","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","121","T1N","1","Fri","11:00","12:00","DMP","Hugh Dempster Pavilion","101","TBD","Tutorial","n/a","4","36","4","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","110","L17","1","Fri","15:00","18:00","ICCS","Institute for Computing (ICICS/CS)","X250","TBD","Laboratory","n/a","1","26","1","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","221","L2A","2","Tue","13:00","15:00","ICCS","Institute for Computing (ICICS/CS)","015","TBD","Laboratory","n/a","1","25","1","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","301","L2A","2","Mon","9:00","11:00","ICCS","Institute for Computing (ICICS/CS)","X050","TBD","Laboratory","n/a","12","20","12","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","261","L2E","2","Wed","16:00","18:00","ICCS","Institute for Computing (ICICS/CS)","X350","TBD","Laboratory","n/a","23","7","23","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","340","T2D","2","Wed","10:00","11:00","DMP","Hugh Dempster Pavilion","201","TBD","Tutorial","n/a","26","14","26","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","301","L2E","2","Mon","11:00","13:00","ICCS","Institute for Computing (ICICS/CS)","X050","TBD","Laboratory","n/a","0","32","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","301","L2D","2","Mon","17:00","19:00","ICCS","Institute for Computing (ICICS/CS)","X050","TBD","Laboratory","n/a","21","11","21","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","213","2W3","2","Wed","10:00","11:00"," "," "," ","TBD","Waiting List","4","919","80","919","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","213","2W3","2","Fri","10:00","11:00"," "," "," ","TBD","Waiting List","4","919","80","919","0","2","Jan 03, 2018","Apr 06, 2018"
