dept,course,sectionNumber,term,day,startTime,endTime,buildingCd,building,roomNo,instructors,activity,credits,totalSeatsRemaining,currentlyRegistered,generalSeatsRemaining,restrictedSeatsRemaining,termCd,startWk,endWk
"CPSC","303","2W1","2","Mon","14:00","15:00"," "," "," ","TBD","Waiting List","3","944","55","944","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","303","2W1","2","Fri","14:00","15:00"," "," "," ","TBD","Waiting List","3","944","55","944","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","303","201","2","Mon","14:00","15:00","DMP","Hugh Dempster Pavilion","301","TBD","Lecture","3","0","56","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","303","2W1","2","Wed","14:00","15:00"," "," "," ","TBD","Waiting List","3","944","55","944","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","303","201","2","Wed","14:00","15:00","DMP","Hugh Dempster Pavilion","301","TBD","Lecture","3","0","56","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","303","201","2","Fri","14:00","15:00","DMP","Hugh Dempster Pavilion","301","TBD","Lecture","3","0","56","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","302","1W1","1","Mon","13:00","14:00"," "," "," ","TBD","Waiting List","3","972","27","972","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","302","1W1","1","Wed","13:00","14:00"," "," "," ","TBD","Waiting List","3","972","27","972","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","302","1W1","1","Fri","13:00","14:00"," "," "," ","TBD","Waiting List","3","972","27","972","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","349","001","1-2","Thu","15:30","17:00","DMP","Hugh Dempster Pavilion","110","TBD","Seminar","0","20","10","0","20","1-2","Sep 05, 2017","Apr 06, 2018"
"CPSC","302","101","1","Mon","13:00","14:00","DMP","Hugh Dempster Pavilion","301","BOSCH, JESSICA","Lecture","3","0","79","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","302","101","1","Wed","13:00","14:00","DMP","Hugh Dempster Pavilion","301","BOSCH, JESSICA","Lecture","3","0","79","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","302","101","1","Fri","13:00","14:00","DMP","Hugh Dempster Pavilion","301","BOSCH, JESSICA","Lecture","3","0","79","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","411","201","2","Tue","14:00","15:30","DMP","Hugh Dempster Pavilion","301","HUTCHINSON, NORMAN","Lecture","3","0","73","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","411","201","2","Thu","14:00","15:30","DMP","Hugh Dempster Pavilion","301","HUTCHINSON, NORMAN","Lecture","3","0","73","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","411","2W1","2","Tue","14:00","15:30"," "," "," ","TBD","Waiting List","3","977","22","977","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","411","2W1","2","Thu","14:00","15:30"," "," "," ","TBD","Waiting List","3","977","22","977","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","406","201","2","Tue","11:00","12:30","DMP","Hugh Dempster Pavilion","110","FRIEDLANDER, MICHAEL","Lecture","3","0","109","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","406","2W1","2","Tue","11:00","12:30"," "," "," ","TBD","Waiting List","3","958","41","958","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","406","201","2","Thu","11:00","12:30","DMP","Hugh Dempster Pavilion","110","FRIEDLANDER, MICHAEL","Lecture","3","0","109","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","406","2W1","2","Thu","11:00","12:30"," "," "," ","TBD","Waiting List","3","958","41","958","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","311","101","1","Mon","10:00","11:00","DMP","Hugh Dempster Pavilion","310","WOLFMAN, STEVEN","Lecture","3","0","168","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","311","101","1","Fri","10:00","11:00","DMP","Hugh Dempster Pavilion","310","WOLFMAN, STEVEN","Lecture","3","0","168","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","311","101","1","Wed","10:00","11:00","DMP","Hugh Dempster Pavilion","310","WOLFMAN, STEVEN","Lecture","3","0","168","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","311","T1A","1","Mon","14:00","15:00","ICCS","Institute for Computing (ICICS/CS)","008","TBD","Tutorial","n/a","0","30","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","311","1W1","1","Mon","10:00","11:00"," "," "," ","TBD","Waiting List","3","982","17","982","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","311","1W1","1","Wed","10:00","11:00"," "," "," ","TBD","Waiting List","3","982","17","982","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","311","1W1","1","Fri","10:00","11:00"," "," "," ","TBD","Waiting List","3","982","17","982","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","311","T1B","1","Mon","11:00","12:00","ICCS","Institute for Computing (ICICS/CS)","008","TBD","Tutorial","n/a","0","30","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","311","T1D","1","Tue","16:00","17:00","ICCS","Institute for Computing (ICICS/CS)","008","TBD","Tutorial","n/a","1","29","1","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","311","T1C","1","Tue","15:00","16:00","ICCS","Institute for Computing (ICICS/CS)","008","TBD","Tutorial","n/a","0","30","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","410","1W1","1"," "," "," ","NSM","NSM","NSM","TBD","Waiting List","3","898","101","898","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","507","201","2","Tue","11:00","12:30","DMP","Hugh Dempster Pavilion","101","HOLMES, REID","Lecture","3","8","22","0","8","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","507","201","2","Thu","11:00","12:30","DMP","Hugh Dempster Pavilion","101","HOLMES, REID","Lecture","3","8","22","0","8","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","522","201","2","Tue","14:00","15:30","DMP","Hugh Dempster Pavilion","101","POOLE, DAVID","Lecture","3","4","26","0","4","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","522","201","2","Thu","14:00","15:30","DMP","Hugh Dempster Pavilion","101","POOLE, DAVID","Lecture","3","4","26","0","4","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","530P","201","2","Mon","13:30","15:00","DMP","Hugh Dempster Pavilion","101","PAI, DINESH","Lecture","3","6","9","0","6","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","530P","201","2","Wed","13:30","15:00","DMP","Hugh Dempster Pavilion","101","PAI, DINESH","Lecture","3","6","9","0","6","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","521","201","2","Mon","10:30","12:00","DMP","Hugh Dempster Pavilion","101","GREENSTREET, MARK","Lecture","3","0","30","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","521","201","2","Wed","10:30","12:00","DMP","Hugh Dempster Pavilion","101","GREENSTREET, MARK","Lecture","3","0","30","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","526","101","1","Tue","14:00","15:30","DMP","Hugh Dempster Pavilion","101","VAN DE PANNE, MICHIEL","Lecture","3","0","20","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","526","101","1","Thu","14:00","15:30","DMP","Hugh Dempster Pavilion","101","VAN DE PANNE, MICHIEL","Lecture","3","0","20","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","532L","201","2","Tue","11:00","12:30","ICCS","Institute for Computing (ICICS/CS)","246","SIGAL, LEONID","Lecture","3","3","27","0","3","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","532L","201","2","Thu","11:00","12:30","ICCS","Institute for Computing (ICICS/CS)","246","SIGAL, LEONID","Lecture","3","3","27","0","3","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","536F","101","1","Tue","9:30","11:00","ORCH","Orchard Commons","4052","FU, HU","Lecture","3","3","27","0","3","1","Sep 05, 2017","Nov 30, 2017"
"CPSC","536F","101","1","Thu","9:30","11:00","ORCH","Orchard Commons","4052","FU, HU","Lecture","3","3","27","0","3","1","Sep 05, 2017","Nov 30, 2017"
"CPSC","538A","101","1","Mon","10:30","12:00","DMP","Hugh Dempster Pavilion","101","WAGNER, ALAN","Lecture","3","11","19","0","11","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","538A","101","1","Wed","10:30","12:00","DMP","Hugh Dempster Pavilion","101","WAGNER, ALAN","Lecture","3","11","19","0","11","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","547","101","1","Tue","14:00","17:00","FSC","Forest Sciences Centre","2330","MUNZNER, TAMARA","Lecture","3","0","40","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","554Y","201","2","Tue","14:00","15:30","FSC","Forest Sciences Centre","2330","YOON, DONGWOOK","Lecture","3","27","3","0","27","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","554Y","201","2","Thu","14:00","15:30","FSC","Forest Sciences Centre","2330","YOON, DONGWOOK","Lecture","3","27","3","0","27","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","448A","101","1"," "," "," ","NSM","NSM","NSM","TBD","Directed Studies","3","0","6","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","445","201","2","Mon","16:00","17:00","DMP","Hugh Dempster Pavilion","301","TBD","Lecture","3","50","0","10","40","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","445","201","2","Wed","16:00","17:00","DMP","Hugh Dempster Pavilion","301","TBD","Lecture","3","50","0","10","40","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","445","201","2","Fri","16:00","17:00","DMP","Hugh Dempster Pavilion","301","TBD","Lecture","3","50","0","10","40","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","445","2W1","2"," "," "," ","NSM","NSM","NSM","TBD","Waiting List","3","948","51","948","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","544","101","1","Tue","11:00","12:30","FSC","Forest Sciences Centre","2330","MCGRENERE, JOANNA","Lecture","3","0","27","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","544","101","1","Thu","11:00","12:30","FSC","Forest Sciences Centre","2330","MCGRENERE, JOANNA","Lecture","3","0","27","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","415","1W1","1","Mon","15:00","16:00"," "," "," ","TBD","Waiting List","3","995","4","995","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","415","1W1","1","Wed","15:00","16:00"," "," "," ","TBD","Waiting List","3","995","4","995","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","415","1W1","1","Fri","15:00","16:00"," "," "," ","TBD","Waiting List","3","995","4","995","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","532R","201","2","Thu","15:30","17:00","DMP","Hugh Dempster Pavilion","101","RAVANBAKHSH, MOHSEN","Lecture","3","1","19","0","1","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","532R","201","2","Tue","15:30","17:00","DMP","Hugh Dempster Pavilion","101","RAVANBAKHSH, MOHSEN","Lecture","3","1","19","0","1","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","322","101","1","Tue","17:00","18:30","MCML","MacMillan","166","CONATI, CRISTINA","Lecture","3","0","157","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","322","101","1","Thu","17:00","18:30","MCML","MacMillan","166","CONATI, CRISTINA","Lecture","3","0","157","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","322","1W1","1","Tue","17:00","18:30"," "," "," ","TBD","Waiting List","3","992","7","992","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","322","1W1","1","Thu","17:00","18:30"," "," "," ","TBD","Waiting List","3","992","7","992","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","322","201","2","Tue","9:30","11:00","DMP","Hugh Dempster Pavilion","310","POOLE, DAVID","Lecture","3","0","147","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","322","201","2","Thu","9:30","11:00","DMP","Hugh Dempster Pavilion","310","POOLE, DAVID","Lecture","3","0","147","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","322","2W1","2","Tue","9:30","11:00"," "," "," ","TBD","Waiting List","3","885","114","885","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","322","2W1","2","Thu","9:30","11:00"," "," "," ","TBD","Waiting List","3","885","114","885","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","554K","201","2","Wed","12:00","14:00","FSC","Forest Sciences Centre","2330","MACLEAN, KARON","Lecture","3","0","0","0","0","2","Jan 03, 2018","Aug 15, 2018"
"CPSC","312","101","1","Mon","12:00","13:00","DMP","Hugh Dempster Pavilion","110","POOLE, DAVID","Lecture","3","0","131","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","312","101","1","Fri","12:00","13:00","DMP","Hugh Dempster Pavilion","110","POOLE, DAVID","Lecture","3","0","131","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","312","101","1","Wed","12:00","13:00","DMP","Hugh Dempster Pavilion","110","POOLE, DAVID","Lecture","3","0","131","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","312","1W1","1","Mon","12:00","13:00"," "," "," ","TBD","Waiting List","3","974","25","974","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","312","1W1","1","Wed","12:00","13:00"," "," "," ","TBD","Waiting List","3","974","25","974","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","312","1W1","1","Fri","12:00","13:00"," "," "," ","TBD","Waiting List","3","974","25","974","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","416","201","2","Mon","15:00","16:00","DMP","Hugh Dempster Pavilion","110","BESCHASTNIKH, IVAN","Lecture","3","0","113","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","416","201","2","Wed","15:00","16:00","DMP","Hugh Dempster Pavilion","110","BESCHASTNIKH, IVAN","Lecture","3","0","113","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","416","201","2","Fri","15:00","16:00","DMP","Hugh Dempster Pavilion","110","BESCHASTNIKH, IVAN","Lecture","3","0","113","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","416","2W1","2","Mon","15:00","16:00"," "," "," ","TBD","Waiting List","3","930","69","930","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","416","2W1","2","Wed","15:00","16:00"," "," "," ","TBD","Waiting List","3","930","69","930","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","416","2W1","2","Fri","15:00","16:00"," "," "," ","TBD","Waiting List","3","930","69","930","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","513","101","1","Mon","15:00","16:30","DMP","Hugh Dempster Pavilion","201","HU, ALAN","Lecture","3","3","22","0","3","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","513","101","1","Wed","15:00","16:30","DMP","Hugh Dempster Pavilion","201","HU, ALAN","Lecture","3","3","22","0","3","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","444","201","2","Tue","15:30","17:30","DMP","Hugh Dempster Pavilion","110","MCGRENERE, JOANNA","Lecture","3","0","49","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","444","2W2","2","Tue","15:30","17:30"," "," "," ","TBD","Waiting List","3","974","25","974","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","422","101","1","Mon","12:00","13:00","DMP","Hugh Dempster Pavilion","301","CARENINI, GIUSEPPE","Lecture","3","0","78","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","422","101","1","Wed","12:00","13:00","DMP","Hugh Dempster Pavilion","301","CARENINI, GIUSEPPE","Lecture","3","0","78","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","422","101","1","Fri","12:00","13:00","DMP","Hugh Dempster Pavilion","301","CARENINI, GIUSEPPE","Lecture","3","0","78","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","500","101","1","Mon","9:00","10:30","DMP","Hugh Dempster Pavilion","101","CONDON, ANNE","Lecture","3","0","25","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","500","101","1","Wed","9:00","10:30","DMP","Hugh Dempster Pavilion","101","CONDON, ANNE","Lecture","3","0","25","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","421","101","1","Mon","16:00","17:00","DMP","Hugh Dempster Pavilion","310","FRIEDMAN, JOEL","Lecture","3","0","95","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","421","101","1","Wed","16:00","17:00","DMP","Hugh Dempster Pavilion","310","FRIEDMAN, JOEL","Lecture","3","0","95","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","421","101","1","Fri","16:00","17:00","DMP","Hugh Dempster Pavilion","310","FRIEDMAN, JOEL","Lecture","3","0","95","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","418","2W1","2","Mon","13:00","14:00"," "," "," ","TBD","Waiting List","3","927","72","927","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","418","2W1","2","Wed","13:00","14:00"," "," "," ","TBD","Waiting List","3","927","72","927","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","418","2W1","2","Fri","13:00","14:00"," "," "," ","TBD","Waiting List","3","927","72","927","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","415","101","1","Mon","15:00","16:00","DMP","Hugh Dempster Pavilion","110","ACTON, DONALD","Lecture","3","0","119","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","415","101","1","Wed","15:00","16:00","DMP","Hugh Dempster Pavilion","110","ACTON, DONALD","Lecture","3","0","119","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","415","101","1","Fri","15:00","16:00","DMP","Hugh Dempster Pavilion","110","ACTON, DONALD","Lecture","3","0","119","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","549A","001","1-2"," "," "," "," "," "," ","TBD","Thesis","6","8","2","0","8","1-2","Sep 05, 2017","Apr 06, 2018"
"CPSC","539F","101","1","Mon","10:30","12:00","ICCS","Institute for Computing (ICICS/CS)","246","FRITZ, THOMAS","Lecture","3","16","4","0","16","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","539F","101","1","Wed","10:30","12:00","ICCS","Institute for Computing (ICICS/CS)","246","FRITZ, THOMAS","Lecture","3","16","4","0","16","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","421","1W1","1","Mon","16:00","17:00"," "," "," ","TBD","Waiting List","3","998","1","998","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","421","1W1","1","Wed","16:00","17:00"," "," "," ","TBD","Waiting List","3","998","1","998","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","421","1W1","1","Fri","16:00","17:00"," "," "," ","TBD","Waiting List","3","998","1","998","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","532S","101","1","Mon","15:00","16:30","ICCS","Institute for Computing (ICICS/CS)","246","SWINDALE, NICHOLAS VAUGHAN","Lecture","3","4","11","0","4","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","532S","101","1","Wed","15:00","16:30","ICCS","Institute for Computing (ICICS/CS)","246","SWINDALE, NICHOLAS VAUGHAN","Lecture","3","4","11","0","4","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","534L","101","1","Tue","11:00","12:30","DMP","Hugh Dempster Pavilion","101","LAKSHMANAN, LAKS","Lecture","3","3","22","0","3","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","534L","101","1","Thu","11:00","12:30","DMP","Hugh Dempster Pavilion","101","LAKSHMANAN, LAKS","Lecture","3","3","22","0","3","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","418","201","2","Mon","13:00","14:00","DMP","Hugh Dempster Pavilion","301","GREENSTREET, MARK; MITCHELL, IAN;","Lecture","3","0","57","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","418","201","2","Wed","13:00","14:00","DMP","Hugh Dempster Pavilion","301","GREENSTREET, MARK; MITCHELL, IAN;","Lecture","3","0","57","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","418","201","2","Fri","13:00","14:00","DMP","Hugh Dempster Pavilion","301","GREENSTREET, MARK; MITCHELL, IAN;","Lecture","3","0","57","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","527","101","1","Mon","13:30","15:00","DMP","Hugh Dempster Pavilion","101","BESCHASTNIKH, IVAN","Lecture","3","3","22","0","3","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","527","101","1","Wed","13:30","15:00","DMP","Hugh Dempster Pavilion","101","BESCHASTNIKH, IVAN","Lecture","3","3","22","0","3","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","436D","T2A","2","Fri","16:00","17:00","ORCH","Orchard Commons","3018","TBD","Tutorial","n/a","7","41","7","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","418","101","1","Mon","14:00","15:00","DMP","Hugh Dempster Pavilion","301","GREENSTREET, MARK; MITCHELL, IAN;","Lecture","3","0","80","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","418","101","1","Wed","14:00","15:00","DMP","Hugh Dempster Pavilion","301","GREENSTREET, MARK; MITCHELL, IAN;","Lecture","3","0","80","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","436D","201","2","Wed","15:00","17:00","ORCH","Orchard Commons","3018","SHEFFER, ALLA","Lecture","3","0","41","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","418","101","1","Fri","14:00","15:00","DMP","Hugh Dempster Pavilion","301","GREENSTREET, MARK; MITCHELL, IAN;","Lecture","3","0","80","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","436D","201","2","Fri","15:00","16:00","ORCH","Orchard Commons","3018","SHEFFER, ALLA","Lecture","3","0","41","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","540","T2A","2","Mon","17:00","18:00","DMP","Hugh Dempster Pavilion","110","TBD","Tutorial","3","120","0","0","120","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","436D","2W1","2","Wed","15:00","17:00"," "," "," ","TBD","Waiting List","3","1939","59","992","947","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","436D","2W1","2","Fri","15:00","17:00"," "," "," ","TBD","Waiting List","3","1939","59","992","947","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","418","1W1","1","Mon","14:00","15:00"," "," "," ","TBD","Waiting List","3","980","19","980","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","418","1W1","1","Wed","14:00","15:00"," "," "," ","TBD","Waiting List","3","980","19","980","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","418","1W1","1","Fri","14:00","15:00"," "," "," ","TBD","Waiting List","3","980","19","980","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","540","201","2","Wed","16:00","17:00","DMP","Hugh Dempster Pavilion","110","SCHMIDT, MARK","Lecture","3","27","73","0","27","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","540","201","2","Mon","16:00","17:00","DMP","Hugh Dempster Pavilion","110","SCHMIDT, MARK","Lecture","3","27","73","0","27","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","540","201","2","Fri","16:00","17:00","DMP","Hugh Dempster Pavilion","110","SCHMIDT, MARK","Lecture","3","27","73","0","27","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","589","001","1-2"," "," "," "," "," "," ","TBD","Essay/Report","3","15","5","0","15","1-2","Sep 05, 2017","Apr 06, 2018"
"CPSC","298","CP2","2"," "," "," ","NSM","NSM","NSM","TBD","Work Placement","3","0","0","0","0","1","Jan 03, 2018","Apr 06, 2018"
"CPSC","424","201","2","Mon","12:00","13:00","DMP","Hugh Dempster Pavilion","301","SHEFFER, ALLA","Lecture","3","6","82","0","6","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","424","201","2","Wed","12:00","13:00","DMP","Hugh Dempster Pavilion","301","SHEFFER, ALLA","Lecture","3","6","82","0","6","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","424","201","2","Fri","12:00","13:00","DMP","Hugh Dempster Pavilion","301","SHEFFER, ALLA","Lecture","3","6","82","0","6","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","422","1W1","1","Mon","12:00","13:00"," "," "," ","TBD","Waiting List","3","958","41","958","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","422","1W1","1","Wed","12:00","13:00"," "," "," ","TBD","Waiting List","3","958","41","958","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","422","1W1","1","Fri","12:00","13:00"," "," "," ","TBD","Waiting List","3","958","41","958","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","424","2W1","2","Mon","12:00","13:00"," "," "," ","TBD","Waiting List","3","968","31","968","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","424","2W1","2","Wed","12:00","13:00"," "," "," ","TBD","Waiting List","3","968","31","968","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","424","2W1","2","Fri","12:00","13:00"," "," "," ","TBD","Waiting List","3","968","31","968","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","424","T2A","2","Thu","15:30","16:30","MCLD","MacLeod","214","TBD","Tutorial","n/a","0","40","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","448B","101","1-2"," "," "," ","NSM","NSM","NSM","TBD","Directed Studies","3","0","0","0","0","1-2","Sep 05, 2017","Apr 06, 2018"
"CPSC","543","201","2","Mon","10:00","12:00","FSC","Forest Sciences Centre","2330","MACLEAN, KARON","Lecture","3","4","6","0","4","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","404","201","2","Tue","14:00","15:30","DMP","Hugh Dempster Pavilion","110","TSIKNIS, GEORGIOS","Lecture","3","0","111","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","404","201","2","Thu","14:00","15:30","DMP","Hugh Dempster Pavilion","110","TSIKNIS, GEORGIOS","Lecture","3","0","111","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","404","1W1","1","Thu","14:00","15:30"," "," "," ","TBD","Waiting List","3","996","3","996","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","404","1W1","1","Tue","14:00","15:30"," "," "," ","TBD","Waiting List","3","996","3","996","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","404","101","1","Tue","14:00","15:30","DMP","Hugh Dempster Pavilion","110","KNORR, EDWIN MAX","Lecture","3","0","130","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","404","101","1","Thu","14:00","15:30","DMP","Hugh Dempster Pavilion","110","KNORR, EDWIN MAX","Lecture","3","0","130","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","404","2W1","2","Thu","14:00","15:30"," "," "," ","TBD","Waiting List","3","927","72","927","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","404","2W1","2","Tue","14:00","15:30"," "," "," ","TBD","Waiting List","3","927","72","927","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","508","101","1","Tue","9:30","11:00","DMP","Hugh Dempster Pavilion","101","WARFIELD, ANDREW","Lecture","3","10","20","0","10","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","490","201","2","Tue","17:30","19:00","ORCH","Orchard Commons","4072","TBD","Seminar","3","25","0","25","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","508","101","1","Thu","9:30","11:00","DMP","Hugh Dempster Pavilion","101","WARFIELD, ANDREW","Lecture","3","10","20","0","10","1","Sep 05, 2017","Dec 01, 2017"
